"Country" "Region" "Year" "Population" "LifeExpectancy" "HealthExpenditure"
"United States" "North America" 1998 275854000 76.5804878 42.35837199
"Uruguay" "Latin America & Caribbean" 1998 3273776.897 73.95414634 7.757000479
"Uzbekistan" "Europe & Central Asia" 1998 24051000 66.7147561 0.3978945956
"Vanuatu" "East Asia & Pacific" 1998 177946 66.75119512 0.5756341739
"Venezuela, RB" "Latin America & Caribbean" 1998 23413000 72.72926829 1.759668205
"Vietnam" "East Asia & Pacific" 1998 75456300 71.00156098 0.1746661904
"Yemen, Rep." "Middle East & North Africa" 1998 16716850 58.59658537 0.2164078979
"Zambia" "Sub-Saharan Africa" 1998 9682058 42.25507317 0.2183129799
"Albania" "Europe & Central Asia" 1999 3072725 73.72182927 0.6502421307
"Algeria" "Middle East & North Africa" 1999 30099010 69.67304878 0.554928705
"Angola" "Sub-Saharan Africa" 1999 13511575 44.43909756 0.2585126804
"Argentina" "Latin America & Caribbean" 1999 36541029 73.50346341 7.262321112
"Armenia" "Europe & Central Asia" 1999 3090624 70.4924878 0.3403030962
"Australia" "East Asia & Pacific" 1999 18926000 78.93170732 17.44914063
"Austria" "Europe & Central Asia" 1999 7992324 77.77560976 26.9829707
"Azerbaijan" "Europe & Central Asia" 1999 7982750 66.3554878 0.3052841235
"Bahamas, The" "Latin America & Caribbean" 1999 293988 71.30343902 10.70995612
"Bahrain" "Middle East & North Africa" 1999 626765 73.67136585 4.959627031
"Bangladesh" "South Asia" 1999 127214841 64.23390244 0.09707999641
"Barbados" "Latin America & Caribbean" 1999 266758 75.30941463 5.690039736
"Belarus" "Europe & Central Asia" 1999 10035000 67.90731707 0.7401814266
"Belgium" "Europe & Central Asia" 1999 10226419 77.6195122 20.10913339
"Belize" "Latin America & Caribbean" 1999 243100 73.44431707 1.110270883
"Benin" "Sub-Saharan Africa" 1999 6329476 52.2917561 0.1803650781
"Bhutan" "South Asia" 1999 555377 60.45609756 0.4964121943
"Bolivia" "Latin America & Caribbean" 1999 8138802 62.60087805 0.6307862518
"Bosnia and Herzegovina" "Europe & Central Asia" 1999 3601438 73.714 1.135965174
"Botswana" "Sub-Saharan Africa" 1999 1728179 52.15895122 1.306674725
"Brazil" "Latin America & Caribbean" 1999 171936271 69.81446341 2.420004213
"Brunei Darussalam" "East Asia & Pacific" 1999 319654 75.98834146 5.891790199
"Bulgaria" "Europe & Central Asia" 1999 8210624 71.41219512 0.963090366
"Burkina Faso" "Sub-Saharan Africa" 1999 11951701 49.8854878 0.1328007691
"Burundi" "Sub-Saharan Africa" 1999 6283662 45.67056098 0.07031611954
"Cambodia" "East Asia & Pacific" 1999 12224414 57.08882927 0.1776706611
"Cameroon" "Sub-Saharan Africa" 1999 15324051 50.4065122 0.2897119901
"Canada" "North America" 1999 30499200 78.88292683 19.36587877
"Cape Verde" "Sub-Saharan Africa" 1999 429278 68.95639024 0.6465687342
"Central African Republic" "Sub-Saharan Africa" 1999 3632287 43.95334146 0.1137410212
"Chad" "Sub-Saharan Africa" 1999 7946982 48.73882927 0.113289682
"Chile" "Latin America & Caribbean" 1999 15231557 76.42282927 3.769523862
"China" "East Asia & Pacific" 1999 1252735000 71.08339024 0.3860216862
"Colombia" "Latin America & Caribbean" 1999 39102653 70.71182927 1.91392469
"Comoros" "Sub-Saharan Africa" 1999 547864 57.64509756 0.1594531646
"Congo, Dem. Rep." "Sub-Saharan Africa" 1999 48429878 45.44241463 0.1119072684
"Congo, Rep." "Sub-Saharan Africa" 1999 3055437 54.14090244 0.2361276795
"Costa Rica" "Latin America & Caribbean" 1999 3831504 77.62273171 2.81619973
"Cote d'Ivoire" "Sub-Saharan Africa" 1999 16242889 50.17890244 0.4293138892
"Croatia" "Europe & Central Asia" 1999 4554000 72.64195122 3.71989493
"Cuba" "Latin America & Caribbean" 1999 11068382 76.158 1.525986894
"Cyprus" "Europe & Central Asia" 1999 925504 77.8235122 7.810988625
"Czech Republic" "Europe & Central Asia" 1999 10283860 74.66829268 3.838318353
"Denmark" "Europe & Central Asia" 1999 5321799 76.34146341 29.2694835
"Djibouti" "Middle East & North Africa" 1999 711573 53.58941463 0.4689280721
"Dominican Republic" "Latin America & Caribbean" 1999 8458164 70.63082927 1.502650576
"Ecuador" "Latin America & Caribbean" 1999 12148188 73.00614634 0.6490718762
"Egypt, Arab Rep." "Middle East & North Africa" 1999 66457136 68.44936585 0.7276411955
"El Salvador" "Latin America & Caribbean" 1999 5911094 69.5332439 1.680738232
"Equatorial Guinea" "Sub-Saharan Africa" 1999 504001 48.64095122 0.3985587706
"Eritrea" "Sub-Saharan Africa" 1999 3539885 55.40758537 0.09083265123
"Estonia" "Europe & Central Asia" 1999 1375654 70.06341463 2.406151746
"Ethiopia" "Sub-Saharan Africa" 1999 63868806 51.19292683 0.04510650641
"Fiji" "East Asia & Pacific" 1999 806927 67.42012195 0.7454145408
"Finland" "Europe & Central Asia" 1999 5165474 77.29121951 18.60192885
"France" "Europe & Central Asia" 1999 60495363 78.60731707 24.51718945
"Gabon" "Sub-Saharan Africa" 1999 1206862 59.97204878 1.155448818
"Gambia, The" "Sub-Saharan Africa" 1999 1260283 54.84507317 0.2303773625
"Germany" "Europe & Central Asia" 1999 82100243 77.72682927 26.89947948
"Ghana" "Sub-Saharan Africa" 1999 18715676 58.13480488 0.2048603084
"Greece" "Europe & Central Asia" 1999 10882580 77.98780488 11.13659828
"Grenada" "Latin America & Caribbean" 1999 101354 73.07746341 2.915232412
"Guatemala" "Latin America & Caribbean" 1999 10974314 67.21812195 0.8217687084
"Guinea" "Sub-Saharan Africa" 1999 8226138 47.522 0.2366370889
"Guinea-Bissau" "Sub-Saharan Africa" 1999 1216902 44.61936585 0.1061591667
"Guyana" "Latin America & Caribbean" 1999 731496 63.94643902 0.4445069672
"Haiti" "Latin America & Caribbean" 1999 8495358 58.17185366 0.2720068471
"Honduras" "Latin America & Caribbean" 1999 6090164 70.12568293 0.5534164331
"Hungary" "Europe & Central Asia" 1999 10237530 70.67707317 3.451602902
"Iceland" "Europe & Central Asia" 1999 277381 79.35121951 32.18816511
"India" "South Asia" 1999 1036258683 61.25587805 0.1822737214
"Indonesia" "East Asia & Pacific" 1999 210610776 65.33070732 0.1515809449
"Iran, Islamic Rep." "Middle East & North Africa" 1999 64278307 69.45182927 1.779086546
"Ireland" "Europe & Central Asia" 1999 3754786 76.07365854 15.58217226
"Israel" "Middle East & North Africa" 1999 6125000 78.65853659 13.59453079
"Italy" "Europe & Central Asia" 1999 56916317 78.82682927 16.4331301
"Jamaica" "Latin America & Caribbean" 1999 2574289.364 70.37626829 1.617347031
"Jordan" "Middle East & North Africa" 1999 4680500 71.95331707 1.605234482
"Kazakhstan" "Europe & Central Asia" 1999 14928425.85 65.5195122 0.4895029296
"Kenya" "Sub-Saharan Africa" 1999 30462154 52.81321951 0.1776716234
"Korea, Rep." "East Asia & Pacific" 1999 46617000 75.37341463 4.224800071
"Kuwait" "Middle East & North Africa" 1999 1857217 73.66970732 5.949855949
"Kyrgyz Republic" "Europe & Central Asia" 1999 4840400 67.00243902 0.1527470778
"Lao PDR" "East Asia & Pacific" 1999 5220920 60.81107317 0.1036693736
"Latvia" "Europe & Central Asia" 1999 2390482 69.74292683 1.962894465
"Lebanon" "Middle East & North Africa" 1999 3690033 70.48368293 4.903069948
"Lesotho" "Sub-Saharan Africa" 1999 1934337 49.35782927 0.2764706657
"Liberia" "Sub-Saharan Africa" 1999 2710963 44.8887561 0.09838410555
"Libya" "Middle East & North Africa" 1999 5134324 72.26285366 2.294919311
"Lithuania" "Europe & Central Asia" 1999 3524238 71.57073171 1.93093468
"Luxembourg" "Europe & Central Asia" 1999 430475 77.77073171 28.67509124
"Macedonia, FYR" "Europe & Central Asia" 1999 2001178 72.74421951 1.620933001
"Madagascar" "Sub-Saharan Africa" 1999 14892172 58.71629268 0.07994966691
"Malawi" "Sub-Saharan Africa" 1999 10922265 45.96368293 0.1059809435
"Malaysia" "East Asia & Pacific" 1999 22867698 71.95634146 1.067412226
"Maldives" "South Asia" 1999 268600 69.36421951 1.429182886
"Mali" "Sub-Saharan Africa" 1999 10969725 46.93839024 0.1620183555
"Mauritania" "Sub-Saharan Africa" 1999 2567741 56.93141463 0.2766104384
"Mauritius" "Sub-Saharan Africa" 1999 1175267 70.96097561 1.262702754
"Mexico" "Latin America & Caribbean" 1999 98513690 74.0132439 2.783587806
"Micronesia, Fed. Sts." "East Asia & Pacific" 1999 107237 67.17263415 1.5553255
"Moldova" "Europe & Central Asia" 1999 3646999 66.72697561 0.1890233611
"Mongolia" "East Asia & Pacific" 1999 2388862 62.6165122 0.1787467717
"Montenegro" "Europe & Central Asia" 1999 635689 75.10704878 0.9839231361
"Morocco" "Middle East & North Africa" 1999 28444414 68.28390244 0.5566948385
"Mozambique" "Sub-Saharan Africa" 1999 17735992 47.02097561 0.1351834616
"Myanmar" "East Asia & Pacific" 1999 44496687 61.58714634 0.02586128908
"Namibia" "Sub-Saharan Africa" 1999 1851034 58.20585366 1.27499502
"Nepal" "South Asia" 1999 23825372 60.71580488 0.1235461941
"Netherlands" "Europe & Central Asia" 1999 15812088 77.83658537 21.05041776
"New Zealand" "East Asia & Pacific" 1999 3835100 77.8902439 11.53423832
"Nicaragua" "Latin America & Caribbean" 1999 4994730 69.16853659 0.5167504819
"Niger" "Sub-Saharan Africa" 1999 10548219 47.52202439 0.07029463429
"Nigeria" "Sub-Saharan Africa" 1999 120784408 45.82953659 0.1612939287
"Norway" "Europe & Central Asia" 1999 4461913 78.28292683 33.25038621
"Oman" "Middle East & North Africa" 1999 2259398 73.93826829 2.436037078
"Pakistan" "South Asia" 1999 141261069 62.95253659 0.1565990011
"Panama" "Latin America & Caribbean" 1999 2899636 74.03090244 2.708268167
"Papua New Guinea" "East Asia & Pacific" 1999 5240560 58.48487805 0.2682914829
"Paraguay" "Latin America & Caribbean" 1999 5233615 69.78253659 1.089547404
"Peru" "Latin America & Caribbean" 1999 25478577 69.99892683 0.9840778965
"Philippines" "East Asia & Pacific" 1999 75669587 66.64802439 0.3544030456
"Poland" "Europe & Central Asia" 1999 38660271 73.04390244 2.514396865
"Portugal" "Europe & Central Asia" 1999 10171949 75.96341463 9.862939684
"Qatar" "Middle East & North Africa" 1999 569870 76.10707317 6.31726043
"Romania" "Europe & Central Asia" 1999 22472040 70.51219512 0.6763565043
"Russian Federation" "Europe & Central Asia" 1999 146309000 66.04365854 0.7708947458
"Rwanda" "Sub-Saharan Africa" 1999 7582861 44.23480488 0.1115048066
"Samoa" "East Asia & Pacific" 1999 175169 69.13704878 0.8234506461
"Sao Tome and Principe" "Sub-Saharan Africa" 1999 138475 62.21753659 0.4507716414
"Saudi Arabia" "Middle East & North Africa" 1999 19578923 71.28907317 3.392429231
"Senegal" "Sub-Saharan Africa" 1999 9265135 55.43112195 0.2422335738
"Sierra Leone" "Sub-Saharan Africa" 1999 4028260 38.97468293 0.2849585248
"Singapore" "East Asia & Pacific" 1999 3958700 77.55121951 6.31853266
"Slovak Republic" "Europe & Central Asia" 1999 5396020 72.90243902 2.183197989
"Slovenia" "Europe & Central Asia" 1999 1983045 75.0097561 8.771188791
"Solomon Islands" "East Asia & Pacific" 1999 397627 62.19087805 0.4614111243
"South Africa" "Sub-Saharan Africa" 1999 42923484.53 55.89253659 2.683314331
"Spain" "Europe & Central Asia" 1999 39926268 78.71707317 11.32175344
"Sri Lanka" "South Asia" 1999 19056000 70.25170732 0.3050359703
"St. Lucia" "Latin America & Caribbean" 1999 153703 71.30487805 2.470194669
"St. Vincent and the Grenadines" "Latin America & Caribbean" 1999 107869 70.29807317 1.277600953
"Sudan" "Sub-Saharan Africa" 1999 26949878 56.34226829 0.1210386323
"Suriname" "Latin America & Caribbean" 1999 460419 67.89263415 1.348853274
"Swaziland" "Sub-Saharan Africa" 1999 1009464 50.16207317 0.7870331478
"Sweden" "Europe & Central Asia" 1999 8857874 79.44146341 23.95176136
"Switzerland" "Europe & Central Asia" 1999 7143991 79.5804878 38.18179445
"Syrian Arab Republic" "Middle East & North Africa" 1999 15572833 73.81621951 0.5874934097
"Tajikistan" "Europe & Central Asia" 1999 6104268 63.42070732 0.06901757233
"Tanzania" "Sub-Saharan Africa" 1999 33197305 50.04097561 0.09228105579
"Thailand" "East Asia & Pacific" 1999 62408639 72.40946341 0.6869954362
"Togo" "Sub-Saharan Africa" 1999 4650754 54.66729268 0.1594178176
"Tonga" "East Asia & Pacific" 1999 97431 70.62507317 1.027812337
"Trinidad and Tobago" "Latin America & Caribbean" 1999 1286871 68.51997561 2.250078446
"Tunisia" "Middle East & North Africa" 1999 9455900 72.5 1.329480763
"Turkey" "Europe & Central Asia" 1999 62692616 68.79473171 1.878423256
"Turkmenistan" "Europe & Central Asia" 1999 4449427 63.74546341 0.3381459404
"Uganda" "Sub-Saharan Africa" 1999 23482533 45.54814634 0.1604639488
"Ukraine" "Europe & Central Asia" 1999 49673349.99 68.19390244 0.3769349048
"United Arab Emirates" "Middle East & North Africa" 1999 2897038 74.38873171 7.220457528
"United Kingdom" "Europe & Central Asia" 1999 58682466 77.3902439 17.70716821
"United States" "North America" 1999 279040000 76.58292683 44.50044994
"Uruguay" "Latin America & Caribbean" 1999 3288819.058 74.15390244 8.112557523
"Uzbekistan" "Europe & Central Asia" 1999 24311700 66.84431707 0.419317052
"Vanuatu" "East Asia & Pacific" 1999 181239 67.15982927 0.5211783395
"Venezuela, RB" "Latin America & Caribbean" 1999 23867000 72.86414634 2.318761737
"Vietnam" "East Asia & Pacific" 1999 76596700 71.48260976 0.1798377241
"Yemen, Rep." "Middle East & North Africa" 1999 17208494 59.1194878 0.2173769153
"Zambia" "Sub-Saharan Africa" 1999 9945115 42.02121951 0.1824764146
"Albania" "Europe & Central Asia" 2000 3071856 74.23873171 0.7523641319
"Algeria" "Middle East & North Africa" 2000 30533827 70.02417073 0.6260756271
"Angola" "Sub-Saharan Africa" 2000 13926373 45.20492683 0.1888834693
"Argentina" "Latin America & Caribbean" 2000 36930709 73.71797561 7.093310353
"Armenia" "Europe & Central Asia" 2000 3076098 70.98943902 0.3897545265
"Australia" "East Asia & Pacific" 2000 19153000 79.23414634 17.13138146
"Austria" "Europe & Central Asia" 2000 8011566 78.02682927 24.03248441
"Azerbaijan" "Europe & Central Asia" 2000 8048600 66.75721951 0.3036441181
"Bahamas, The" "Latin America & Caribbean" 2000 297651 71.62829268 11.07169134
"Bahrain" "Middle East & North Africa" 2000 638193 73.79607317 4.967217566
"Bangladesh" "South Asia" 2000 129592275 64.73034146 0.09877356404
"Barbados" "Latin America & Caribbean" 2000 267511 75.40826829 6.011528498
"Belarus" "Europe & Central Asia" 2000 10005000 68.91219512 0.6348191769
"Belgium" "Europe & Central Asia" 2000 10251250 77.72195122 18.44077377
"Belize" "Latin America & Caribbean" 2000 249800 73.53112195 1.332293942
"Benin" "Sub-Saharan Africa" 2000 6517810 52.56534146 0.1570404125
"Bhutan" "South Asia" 2000 571262 61.37421951 0.5164428898
"Bolivia" "Latin America & Caribbean" 2000 8307248 62.96368293 0.6141930474
"Bosnia and Herzegovina" "Europe & Central Asia" 2000 3693698 74.30812195 1.056377785
"Botswana" "Sub-Saharan Africa" 2000 1757925 50.7654878 1.518056287
"Brazil" "Latin America & Caribbean" 2000 174425387 70.13826829 2.648090352
"Brunei Darussalam" "East Asia & Pacific" 2000 327036 76.23234146 5.513498816
"Bulgaria" "Europe & Central Asia" 2000 8170172 71.66341463 0.9767952319
"Burkina Faso" "Sub-Saharan Africa" 2000 12294012 50.20129268 0.1089793475
"Burundi" "Sub-Saharan Africa" 2000 6374347 46.00504878 0.06874238235
"Cambodia" "East Asia & Pacific" 2000 12446949 57.46414634 0.1863949844
"Cameroon" "Sub-Saharan Africa" 2000 15678269 50.07126829 0.2650890471
"Canada" "North America" 2000 30769700 79.23658537 20.89213973
"Cape Verde" "Sub-Saharan Africa" 2000 437238 69.44826829 0.5930855249
"Central African Republic" "Sub-Saharan Africa" 2000 3701607 43.66336585 0.1060961703
"Chad" "Sub-Saharan Africa" 2000 8222327 48.48897561 0.1057307527
"Chile" "Latin America & Caribbean" 2000 15419820 76.82173171 3.866430366
"China" "East Asia & Pacific" 2000 1262645000 71.24170732 0.4340881009
"Colombia" "Latin America & Caribbean" 2000 39764166 71.00097561 1.483558773
"Comoros" "Sub-Saharan Africa" 2000 562469 57.87643902 0.1298030899
"Congo, Dem. Rep." "Sub-Saharan Africa" 2000 49626200 45.65190244 0.1300280979
"Congo, Rep." "Sub-Saharan Africa" 2000 3135773 54.14585366 0.2182067982
"Costa Rica" "Latin America & Caribbean" 2000 3919180 77.80407317 2.879839897
"Cote d'Ivoire" "Sub-Saharan Africa" 2000 16581653 50.16087805 0.3177351656
"Croatia" "Europe & Central Asia" 2000 4426000 72.80780488 3.770591131
"Cuba" "Latin America & Caribbean" 2000 11104313 76.36580488 1.66334715
"Cyprus" "Europe & Central Asia" 2000 943294 77.95692683 7.4399543
"Czech Republic" "Europe & Central Asia" 2000 10272322 74.96829268 3.614184213
"Denmark" "Europe & Central Asia" 2000 5339616 76.59268293 26.08777193
"Djibouti" "Middle East & North Africa" 2000 731930 53.85034146 0.4373829624
"Dominican Republic" "Latin America & Caribbean" 2000 8591967 70.89370732 1.747765324
"Ecuador" "Latin America & Caribbean" 2000 12345023 73.39204878 0.535810289
"Egypt, Arab Rep." "Middle East & North Africa" 2000 67648419 69.08265854 0.7861307678
"El Salvador" "Latin America & Caribbean" 2000 5940305 69.70160976 1.765397568
"Equatorial Guinea" "Sub-Saharan Africa" 2000 520380 48.69026829 0.4641340987
"Eritrea" "Sub-Saharan Africa" 2000 3667576 56.02497561 0.0781860408
"Estonia" "Europe & Central Asia" 2000 1369515 70.41707317 2.172826535
"Ethiopia" "Sub-Saharan Africa" 2000 65577897 51.71012195 0.05317679644
"Fiji" "East Asia & Pacific" 2000 811718 67.60731707 0.7937417838
"Finland" "Europe & Central Asia" 2000 5176209 77.46585366 16.98627362
"France" "Europe & Central Asia" 2000 60910922 78.95853659 22.02702362
"Gabon" "Sub-Saharan Africa" 2000 1235274 59.69095122 1.023652707
"Gambia, The" "Sub-Saharan Africa" 2000 1297084 55.1567561 0.2181104149
"Germany" "Europe & Central Asia" 2000 82211508 77.92682927 23.85892873
"Ghana" "Sub-Saharan Africa" 2000 19165490 58.3822439 0.123245178
"Greece" "Europe & Central Asia" 2000 10917482 77.88780488 9.172098487
"Grenada" "Latin America & Caribbean" 2000 101522 73.40770732 3.393473555
"Guatemala" "Latin America & Caribbean" 2000 11237101 67.74417073 0.960240871
"Guinea" "Sub-Saharan Africa" 2000 8344486 48.11014634 0.2108639557
"Guinea-Bissau" "Sub-Saharan Africa" 2000 1240655 44.88487805 0.1663613918
"Guyana" "Latin America & Caribbean" 2000 733101 64.44826829 0.568446622
"Haiti" "Latin America & Caribbean" 2000 8645371 58.37207317 0.2567909351
"Honduras" "Latin America & Caribbean" 2000 6218151 70.38202439 0.765893405
"Hungary" "Europe & Central Asia" 2000 10210971 71.24634146 3.260262016
"Iceland" "Europe & Central Asia" 2000 281205 79.65365854 30.34094433
"India" "South Asia" 2000 1053898107 61.61387805 0.195695692
"Indonesia" "East Asia & Pacific" 2000 213395411 65.64636585 0.1513273464
"Iran, Islamic Rep." "Middle East & North Africa" 2000 65342319 69.73965854 2.312898719
"Ireland" "Europe & Central Asia" 2000 3805174 76.54073171 15.61436461
"Israel" "Middle East & North Africa" 2000 6289000 78.95365854 14.94911049
"Italy" "Europe & Central Asia" 2000 56942108 79.42682927 15.53920709
"Jamaica" "Latin America & Caribbean" 2000 2589388.551 70.47229268 1.894570814
"Jordan" "Middle East & North Africa" 2000 4797500 72.07502439 1.692226234
"Kazakhstan" "Europe & Central Asia" 2000 14883626 65.51707317 0.5088072086
"Kenya" "Sub-Saharan Africa" 2000 31253701 52.29963415 0.1903641044
"Korea, Rep." "East Asia & Pacific" 2000 47008000 75.8554878 5.084592833
"Kuwait" "Middle East & North Africa" 2000 1940786 73.7524878 4.879345442
"Kyrgyz Republic" "Europe & Central Asia" 2000 4898400 68.55853659 0.1293295436
"Lao PDR" "East Asia & Pacific" 2000 5317060 61.39460976 0.1082220608
"Latvia" "Europe & Central Asia" 2000 2372985 70.31463415 1.968125245
"Lebanon" "Middle East & North Africa" 2000 3742329 70.63702439 4.551985072
"Lesotho" "Sub-Saharan Africa" 2000 1963878 47.58636585 0.2663946574
"Liberia" "Sub-Saharan Africa" 2000 2847290 45.96431707 0.1098670564
"Libya" "Middle East & North Africa" 2000 5231189 72.5307561 2.438362828
"Lithuania" "Europe & Central Asia" 2000 3499536 72.0195122 2.122446064
"Luxembourg" "Europe & Central Asia" 2000 436300 77.87317073 34.73532246
"Macedonia, FYR" "Europe & Central Asia" 2000 2009091 72.91021951 1.567261289
"Madagascar" "Sub-Saharan Africa" 2000 15364272 59.67456098 0.0937516003
"Malawi" "Sub-Saharan Africa" 2000 11228756 46.02973171 0.0942469648
"Malaysia" "East Asia & Pacific" 2000 23414909 72.1424878 1.245699464
"Maldives" "South Asia" 2000 273236 70.37412195 1.603548982
"Mali" "Sub-Saharan Africa" 2000 11295324 47.24326829 0.1479404198
"Mauritania" "Sub-Saharan Africa" 2000 2642743 56.99478049 0.242798666
"Mauritius" "Sub-Saharan Africa" 2000 1186873 71.66341463 1.449859639
"Mexico" "Latin America & Caribbean" 2000 99959594 74.2742439 3.284829061
"Micronesia, Fed. Sts." "East Asia & Pacific" 2000 107103 67.27373171 1.704453844
"Moldova" "Europe & Central Asia" 2000 3639588 66.88826829 0.2352063202
"Mongolia" "East Asia & Pacific" 2000 2411369 63.12134146 0.2196976666
"Montenegro" "Europe & Central Asia" 2000 632606 74.89002439 1.168261351
"Morocco" "Middle East & North Africa" 2000 28793236 68.67514634 0.5375236432
"Mozambique" "Sub-Saharan Africa" 2000 18200656 47.23785366 0.1459131231
"Myanmar" "East Asia & Pacific" 2000 44957660 61.85570732 0.03371136965
"Namibia" "Sub-Saharan Africa" 2000 1895839 57.65773171 1.260509575
"Nepal" "South Asia" 2000 24400606 61.52163415 0.1182240089
"Netherlands" "Europe & Central Asia" 2000 15925513 77.98780488 19.24632723
"New Zealand" "East Asia & Pacific" 2000 3857700 78.63658537 10.51438727
"Nicaragua" "Latin America & Caribbean" 2000 5073704 69.64573171 0.5427549775
"Niger" "Sub-Saharan Africa" 2000 10922421 48.26668293 0.0521646618
"Nigeria" "Sub-Saharan Africa" 2000 123688536 46.27231707 0.1710887986
"Norway" "Europe & Central Asia" 2000 4490967 78.63414634 31.55349233
"Oman" "Middle East & North Africa" 2000 2264163 74.11029268 2.639609719
"Pakistan" "South Asia" 2000 144522192 63.16195122 0.1495037047
"Panama" "Latin America & Caribbean" 2000 2956126 74.22314634 3.051967338
"Papua New Guinea" "East Asia & Pacific" 2000 5378824 58.79578049 0.2591760575
"Paraguay" "Latin America & Caribbean" 2000 5343539 70.04519512 1.242396343
"Peru" "Latin America & Caribbean" 2000 25861887 70.47626829 0.968113784
"Philippines" "East Asia & Pacific" 2000 77309965 66.79514634 0.3363425387
"Poland" "Europe & Central Asia" 2000 38453757 73.74878049 2.471863087
"Portugal" "Europe & Central Asia" 2000 10225836 76.31463415 10.66375002
"Qatar" "Middle East & North Africa" 2000 590957 76.30319512 6.545538623
"Romania" "Europe & Central Asia" 2000 22442971 71.16341463 0.7227655392
"Russian Federation" "Europe & Central Asia" 2000 146303000 65.34146341 0.9595046995
"Rwanda" "Sub-Saharan Africa" 2000 8098344 46.51021951 0.09042109006
"Samoa" "East Asia & Pacific" 2000 176549 69.48780488 0.7896224429
"Sao Tome and Principe" "Sub-Saharan Africa" 2000 141010 62.35778049 0.4553231003
"Saudi Arabia" "Middle East & North Africa" 2000 20045276 71.49209756 4.004213183
"Senegal" "Sub-Saharan Africa" 2000 9505862 55.7392439 0.21319472
"Sierra Leone" "Sub-Saharan Africa" 2000 4143115 39.73158537 0.2686698934
"Singapore" "East Asia & Pacific" 2000 4027900 78.05121951 6.627288525
"Slovak Republic" "Europe & Central Asia" 2000 5388720 73.05121951 2.077368505
"Slovenia" "Europe & Central Asia" 2000 1988925 75.41219512 8.300668719
"Solomon Islands" "East Asia & Pacific" 2000 408732 62.8342439 0.4854700445
"South Africa" "Sub-Saharan Africa" 2000 4.4e+07 54.77631707 2.461183522
"Spain" "Europe & Central Asia" 2000 40263216 78.96585366 10.39894213
"Sri Lanka" "South Asia" 2000 19102000 70.98429268 0.325750347
"St. Lucia" "Latin America & Caribbean" 2000 155996 71.10560976 2.645020994
"St. Vincent and the Grenadines" "Latin America & Caribbean" 2000 107891 70.37695122 1.370552173
"Sudan" "Sub-Saharan Africa" 2000 27556383 56.97409756 0.1211386541
"Suriname" "Latin America & Caribbean" 2000 466846 67.93529268 1.668125989
"Swaziland" "Sub-Saharan Africa" 2000 1010787 48.67021951 0.753100636
"Sweden" "Europe & Central Asia" 2000 8872109 79.64390244 22.79625321
"Switzerland" "Europe & Central Asia" 2000 7184250 79.6804878 35.18970877
"Syrian Arab Republic" "Middle East & North Africa" 2000 15988534 74.01887805 0.5921796899
"Tajikistan" "Europe & Central Asia" 2000 6172807 63.75534146 0.06470299091
"Tanzania" "Sub-Saharan Africa" 2000 34038161 50.37329268 0.1010199549
"Thailand" "East Asia & Pacific" 2000 63155029 72.51521951 0.6598079752
"Togo" "Sub-Saharan Africa" 2000 4793504 54.8094878 0.1429805678
"Tonga" "East Asia & Pacific" 2000 97935 70.76092683 0.9157300869
"Trinidad and Tobago" "Latin America & Caribbean" 2000 1292058 68.39560976 2.450715601
"Tunisia" "Middle East & North Africa" 2000 9563500 72.6 1.225332749
"Turkey" "Europe & Central Asia" 2000 63627862 69.44687805 2.053166692
"Turkmenistan" "Europe & Central Asia" 2000 4501419 63.8955122 0.4385929954
"Uganda" "Sub-Saharan Africa" 2000 24213120 46.09168293 0.1561499586
"Ukraine" "Europe & Central Asia" 2000 49175847.64 67.86341463 0.3573579603
"United Arab Emirates" "Middle East & North Africa" 2000 3033491 74.61590244 7.51676309
"United Kingdom" "Europe & Central Asia" 2000 58892514 77.74146341 17.65126832
"United States" "North America" 2000 282162411 76.63658537 47.03467344
"Uruguay" "Latin America & Caribbean" 2000 3300847.408 74.88682927 7.73294517
"Uzbekistan" "Europe & Central Asia" 2000 24650400 66.95087805 0.3170497883
"Vanuatu" "East Asia & Pacific" 2000 185074 67.555 0.5249524999
"Venezuela, RB" "Latin America & Caribbean" 2000 24311000 73.2695122 2.737819078
"Vietnam" "East Asia & Pacific" 2000 77630900 71.9455122 0.2089251285
"Yemen, Rep." "Middle East & North Africa" 2000 17723186 59.68985366 0.2527741137
"Zambia" "Sub-Saharan Africa" 2000 10201562 41.92987805 0.1799742234
"Albania" "Europe & Central Asia" 2001 3077378 74.72365854 0.7986233284
"Algeria" "Middle East & North Africa" 2001 30982214 70.38112195 0.6781399457
"Angola" "Sub-Saharan Africa" 2001 14388244 45.97331707 0.3029481411
"Argentina" "Latin America & Caribbean" 2001 37302116 73.9295122 6.757074063
"Armenia" "Europe & Central Asia" 2001 3065810 71.45804878 0.4113967068
"Australia" "East Asia & Pacific" 2001 19413000 79.63414634 16.31917708
"Austria" "Europe & Central Asia" 2001 8042293 78.52682927 24.05684807
"Azerbaijan" "Europe & Central Asia" 2001 8111200 67.14768293 0.3123550084
"Bahamas, The" "Latin America & Caribbean" 2001 301606 71.96968293 11.11899844
"Bahrain" "Middle East & North Africa" 2001 642510 73.91829268 5.282567765
"Bangladesh" "South Asia" 2001 131944584 65.20831707 0.1026761116
"Barbados" "Latin America & Caribbean" 2001 268192 75.50868293 6.350068981
"Belarus" "Europe & Central Asia" 2001 9928000 68.50731707 0.8176748168
